Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
22600,Saboti Medical Clinic,None,Level 2,Pharmacy,Private Practice - Nurse / Midwifery,None,3,1,TRANS NZOIA,SABOTI,saboti,SABOTI,Operational,No,Yes,Yes,No,,Yes,Yes,No
22599,Chanuka Youth Centre,None,Level 2,Basic primary health care facility,Non-Governmental Organizations,None,0,0,TRANS NZOIA,SABOTI,saboti,MATISI,Operational,No,No,No,No,,Yes,Yes,No
22598,Mercal Health Care Ltd,None,Level 2,Laboratory,Private Practice - General Practitioner,None,0,0,TRANS NZOIA,SABOTI,saboti,MATISI,Operational,No,No,No,No,,Yes,Yes,No
22594,Aruba,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,SINYERERE,Operational,No,No,No,No,,Yes,Yes,No
22592,Dr.Stephen Kamore Wanjohi,A4099,Level 2,Basic primary health care facility,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,NAIROBI,WESTLANDS,westlands,PARKLANDS/HIGHRIDGE,Operational,No,No,No,No,,Yes,Yes,No
22591,Cheptobot,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,CHERANGANY/SUWERWA,Operational,No,No,No,No,,Yes,Yes,No
22590,GINGO COMMUNITY,None,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,3,0,HOMA BAY,SUBA,suba,KAKSINGIRI WEST,Operational,No,No,No,No,,Yes,Yes,No
22585,SINDO MEDICAL CENTRE,007285,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Ministry of Health,10,0,HOMA BAY,SUBA,suba,KAKSINGIRI WEST,Operational,Yes,No,No,No,,Yes,Yes,No
22584,Kesogon,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,SINYERERE,Operational,No,No,No,No,,Yes,Yes,No
22583,Kapsigilai,None,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,TRANS NZOIA,CHERANGANY,cherangany,CHEPSIRO/KIPTOROR,Operational,No,No,No,No,,Yes,Yes,No
22582,KEMRI ALUPE HOSPITAL,None,Level 3,Primary care hospitals,Non-Governmental Organizations,Ministry of Health,15,0,BUSIA,TESO SOUTH,teso south,ANG'OROM,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22581,KARI TRC HOSPITAL,None,Level 3,Primary care hospitals,Non-Governmental Organizations,None,12,0,BUSIA,TESO SOUTH,teso south,ANG'OROM,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22580,KARI HOSPTAL,None,Level 3,Primary care hospitals,Non-Governmental Organizations,None,12,0,BUSIA,TESO SOUTH,teso south,ANG'OROM,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22579,Mutunyi Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,MERU,BUURI,buuri,KISIMA,Operational,No,No,No,No,,Yes,Yes,No
22577,Baibariu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,MERU,IGEMBE CENTRAL,igembe central,ATHIRU RUUJINE,Operational,No,No,No,No,,Yes,Yes,No
22575,Kayos Dispensary Puiblic,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,ENDEBESS,endebess,MATUMBEI,Operational,No,No,No,No,,Yes,Yes,No
22572,Kayos Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,ENDEBESS,endebess,CHEPCHOINA,Operational,No,No,No,No,,Yes,Yes,No
22571,Nyakoigwana Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,ENDEBESS,endebess,MATUMBEI,Operational,No,No,No,No,,Yes,Yes,No
22570,Khalwenge Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,ENDEBESS,endebess,ENDEBESS,Operational,No,No,No,No,,Yes,Yes,No
22569,Matumbei Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,ENDEBESS,endebess,MATUMBEI,Operational,No,No,No,No,,Yes,Yes,No
22568,Twiga Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,ENDEBESS,endebess,CHEPCHOINA,Operational,No,No,No,No,,Yes,Yes,No
22567,Kapkarwa,None,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,TRANS NZOIA,CHERANGANY,cherangany,CHERANGANY/SUWERWA,Operational,No,No,No,No,,Yes,Yes,No
22562,Avenue Health Care Embakasi,None,Level 3,Basic primary health care facility,Private Practice - Unspecified,None,8,4,NAIROBI,EMBAKASI EAST,embakasi east,EMBAKASI,Operational,No,Yes,Yes,No,,Yes,Yes,No
22557,CENTER VIEW MEDICAL HEALTH CARE,21342,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Clinical Officers Council,6,0,BUSIA,TESO NORTH,teso north,MALABA CENTRAL,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22556,Kiptenden,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,CHEPSIRO/KIPTOROR,Operational,No,No,No,No,,Yes,Yes,No
22554,ST Marys' Health Care,None,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Private Practice,0,0,KILIFI,KILIFI SOUTH,kilifi south,SHIMO LA TEWA,Operational,No,No,No,No,,Yes,Yes,No
22553,Benard Vision Medical Center,None,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,None,4,0,HOMA BAY,KARACHUONYO,karachuonyo,KANYALUO,Operational,No,No,No,No,,Yes,Yes,No
22551,MILIMANI DISPENSARY,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,IKOLOMANI,ikolomani,IDAKHO SOUTH,Operational,No,No,No,No,,Yes,Yes,No
22549,Karaus Disp,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KWANZA,Operational,No,No,No,No,,Yes,Yes,No
22548,Soy Mining Disp,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KAPOMBOI,Operational,No,No,No,No,,Yes,Yes,No
22547,Marinda Disp,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KAPOMBOI,Operational,No,No,No,No,,Yes,Yes,No
22545,Biketi Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KEIYO,Operational,No,No,No,No,,Yes,Yes,No
22544,BUYEMI DISPENSARY,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,IKOLOMANI,ikolomani,IDAKHO CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
22541,Kaptain Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,None,1,0,NYANDARUA,OL KALOU,olkalou,KAIMBAGA,Operational,No,No,No,No,,Yes,Yes,No
22538,Imani Medical Centre(Kitui Central),None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KITUI,KITUI CENTRAL,kitui central,MULANGO,Operational,No,No,No,No,,Yes,Yes,No
22533,Alaro community dispensary,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,No,No,No,No,,Yes,Yes,No
22532,Okita Health Center,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,Operational,No,No,No,No,,Yes,Yes,No
22531,mawego community medical centre,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,Operational,No,No,No,No,,Yes,Yes,No
22530,Ager community dispensary,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,Operational,No,No,No,No,,Yes,Yes,No
22528,Kabolet,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,MAKUTANO,Operational,No,No,No,No,,Yes,Yes,No
22523,Bliss GVS Health care Limited,None,Level 2,Comprehensive primary health care facility,Private Practice - Unspecified,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22522,Diamension medical Labolatory,None,Level 2,Laboratory,Laboratory Technician/Technologist,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,,Yes,Yes,No
22521,Transami Clinic,None,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,4,1,NAIROBI,EMBAKASI EAST,embakasi east,EMBAKASI,Operational,No,No,No,No,,Yes,Yes,No
22520,Makololwe Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,TONGAREN,tongaren,TONGAREN,Operational,No,No,No,No,,Yes,Yes,No
22519,Namang'ofulo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Institution,0,0,BUNGOMA,SIRISIA,sirisia,MALAKISI/SOUTH KULISIRU,Operational,No,No,No,No,,Yes,Yes,No
22516,Tinashe Medical Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),None,0,0,EMBU,MBEERE SOUTH,mbeere south,MWEA,Operational,No,No,No,No,,Yes,Yes,No
22515,Muromutua Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,No,No,No,No,,Yes,Yes,No
22514,Kilera Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,IGEMBE NORTH,igembe north,NTUNENE,Operational,No,No,No,No,,Yes,Yes,No
22513,Kairuru Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,MERU,IGEMBE NORTH,igembe north,AMWATHI,Operational,No,No,No,No,,Yes,Yes,No
22501,Namwatikho Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Community,Ministry of Health,0,0,BUNGOMA,WEBUYE EAST,webuye east,NDIVISI,Operational,No,No,No,No,,Yes,Yes,No
22500,Bukokholo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,SIRISIA,sirisia,MALAKISI/SOUTH KULISIRU,Operational,No,No,No,No,,Yes,Yes,No
22497,Chitsanze Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,Operational,No,No,Yes,No,,Yes,Yes,No
22495,Nduumoni Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MAKUENI,MAKUENI,makueni,NZAUI/KILILI/KALAMBA,Operational,No,No,No,No,,Yes,Yes,No
22493,RADHORE DISPENSARY,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,1,0,HOMA BAY,NDHIWA,ndhiwa,KWABWAI,Operational,No,No,No,No,,Yes,Yes,No
22492,GAENA,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,1,0,HOMA BAY,NDHIWA,ndhiwa,KANYAMWA KOSEWE,Operational,No,No,Yes,No,,Yes,Yes,No
22490,Mwomo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,BUMULA,bumula,WEST BUKUSU,Operational,No,No,No,No,,Yes,Yes,No
22488,Tupado Drop in Centre,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,TURKANA,TURKANA WEST,turkana west,KAKUMA,Operational,No,No,No,No,,Yes,Yes,No
22486,Kajiado west medical clinic,None,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,0,0,KAJIADO,KAJIADO WEST,kajiado west,ILOODOKILANI,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22484,Graceheal Health Care,006571,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,2,0,NAKURU,NJORO,njoro,KIHINGO,Operational,Yes,Yes,Yes,No,,Yes,Yes,No
22483,Otamba Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,KIOGORO,Operational,No,No,Yes,No,,Yes,Yes,No
22482,St. Jane Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KILIFI,KALOLENI,kaloleni,MARIAKANI,Operational,No,No,Yes,No,,Yes,Yes,No
22481,Kilifi GK Prison VCT,None,Level 2,VCT,Prisons,Other,0,0,KILIFI,KILIFI NORTH,kilifi north,SOKONI,Operational,No,No,No,No,,Yes,Yes,No
22480,Mwangaza Gen/Eye Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,,Yes,Yes,No
22478,KIPASI COMMUNITY HEALTH CENTRE,None,Level 2,Basic primary health care facility,Non-Governmental Organizations,None,6,0,HOMA BAY,MBITA,mbita,LAMBWE,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22477,Kimbo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,MERU,BUURI,buuri,KIBIRICHIA,Operational,No,No,No,No,,Yes,Yes,No
22476,LITARE COMMUNITY HEALTH CENTRE,007192,Level 2,Basic primary health care facility,Non-Governmental Organizations,Kenya MPDB - Institution,6,0,HOMA BAY,MBITA,mbita,RUSINGA ISLAND,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22475,Bamako Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TAITA TAVETA,VOI,voi,SAGALA,Operational,No,No,No,No,,Yes,Yes,No
22473,Rithika Medical And Counselling Centre Kangeta,005976,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,MERU,IGEMBE CENTRAL,igembe central,KANGETA,Operational,No,No,No,No,,Yes,Yes,No
22472,Rithika Medical And Counselling Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,None,0,0,MERU,IGEMBE CENTRAL,igembe central,KANGETA,Operational,No,No,No,No,,Yes,Yes,No
22471,Ubuntu Afya Manyatta,007174,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Ministry of Health,3,0,NYANDARUA,OL KALOU,olkalou,RURII,Operational,No,No,Yes,No,,Yes,Yes,No
22464,Mwangea Dispensary,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TAITA TAVETA,VOI,voi,MBOLOLO,Operational,No,No,No,No,,Yes,Yes,No
22448,Nyaramba Junction Medical Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,2,2,NYAMIRA,BORABU,borabu,KIABONYORU,Operational,No,No,No,No,,Yes,Yes,No
22447,Buxton Hospital,004118,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,12,6,MOMBASA,MVITA,mvita,TONONOKA,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22446,GATEWAY PEDIATRIC MEDICAL CLINIC,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KIRINYAGA,MWEA,kirinyaga south,TEBERE,Operational,No,No,No,Yes,,Yes,Yes,No
22445,GATAMAIYU BENJAMIN WELLNESS CENTRE,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KIAMBU,LARI,lari,NYANDUMA,Operational,No,No,Yes,No,,Yes,Yes,No
22444,Linax medical centre,005681,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,NAKURU,NAKURU TOWN EAST,nakuru east,NAKURU EAST,Operational,No,No,No,No,,Yes,Yes,No
22443,OptimuM current health care,004446,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,NAKURU,NAKURU TOWN EAST,nakuru east,BIASHARA,Operational,No,No,Yes,No,,Yes,Yes,No
22442,CELIPHAM MEDICAL CLINIC,4/1/6/5B,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,LIMURU,limuru,LIMURU EAST,Operational,No,No,Yes,No,,Yes,Yes,No
22412,Elwak Nursing Home,None,Level 2,Pharmacy,Private Practice - Nurse / Midwifery,None,2,1,MANDERA,MANDERA SOUTH,mandera south,ELWAK SOUTH,Operational,No,No,Yes,No,,Yes,Yes,No
22410,ULTRAMED HEALTH CARE,14319,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KILIFI,RABAI,rabai,RABAI/KISURUTINI,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
22408,Sasa,None,Level 2,VCT,Non-Governmental Organizations,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KIKUYU,Operational,No,No,No,No,,Yes,Yes,No
22407,Obwogre Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,UGENYA,ugenya,NORTH UGENYA,Operational,No,No,No,No,,Yes,Yes,No
22406,Uloma Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,UGUNJA,ugunja,SIGOMERE,Operational,No,No,No,No,,Yes,Yes,No
22392,Tumaini DISC Clinic,None,Level 2,VCT,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,SIAYA,UGUNJA,ugunja,UGUNJA,Operational,No,No,No,No,,Yes,Yes,No
22383,Matibabu Ugunja Clinic,None,Level 2,Primary care hospitals,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,SIAYA,UGUNJA,ugunja,UGUNJA,Operational,No,No,No,No,,Yes,Yes,No
22382,NYAMUSI MEDICAL CENTER,None,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,1,1,NYAMIRA,NORTH MUGIRANGO,nyamira north,MAGWAGWA,Operational,No,Yes,Yes,No,,Yes,Yes,No
22381,Kithia Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,KATHIANI,kathiani,UPPER KAEWA/IVETI,Operational,No,No,No,No,,Yes,Yes,No
22380,Sere Dispensary (Nyamira north),None,Level 2,Dispensaries and clinic-out patient only,Public Institution,None,3,1,NYAMIRA,NORTH MUGIRANGO,nyamira north,EKERENYO,Operational,No,No,No,No,,Yes,Yes,No
22378,Nuclear Medical Laboratory,None,Level 2,Laboratory,Laboratory Technician/Technologist,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,,Yes,Yes,No
22377,Lilyon Nursing Home,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,12,0,WEST POKOT,KAPENGURIA,west pokot,KAPENGURIA,Operational,No,No,No,No,,Yes,Yes,No
22376,Sagatia Medical centre,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KAJIADO,KAJIADO NORTH,kajiado north,ONGATA RONGAI,Operational,No,No,No,No,,Yes,Yes,No
22375,Jowasi Medical clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,,Yes,Yes,No
22371,MFANGANO COMMUNITY HEALTH CENTREM,None,Level 2,VCT,Non-Governmental Organizations,None,6,0,HOMA BAY,MBITA,mbita,MFANGANO ISLAND,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22370,Musyi Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MACHAKOS,MWALA,mwala,MAKUTANO/MWALA,Operational,No,No,No,Yes,,Yes,Yes,No
22369,Sun Rise Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,None,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,KARINGANI,Operational,No,No,No,No,,Yes,Yes,No
22365,Mt.Sinai Hospital,None,Level 2,Basic primary health care facility,Private Practice - Medical Specialist,None,36,10,KISUMU,KISUMU EAST,kisumu east,KAJULU,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22364,Chogoria Cospital Chuka Medical Center,None,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,None,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,KARINGANI,Operational,No,No,No,No,,Yes,Yes,No
22363,Lomidat dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA WEST,turkana west,SONGOT,Operational,No,No,No,No,,Yes,Yes,No
22360,Lolupe (Turkana West) Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TURKANA,TURKANA WEST,turkana west,KAKUMA,Operational,No,No,No,No,,Yes,Yes,No
22359,Locheredome (Turkana West) Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya Radiation Protection Board,0,0,TURKANA,TURKANA WEST,turkana west,LOPUR,Operational,No,No,No,No,,Yes,Yes,No
